codigo_medicamento,nombre_medicamento,grupo_medicamento
BE20174,Kit Amputación Transfemoral Con Rodilla Electrica C-Leg -Pie Fibra Carbono (Orth) (Institucion Drog),BE2
G040110,Silotrif 8mg Caja x 30 Capsulas (Silodosina) (FP) [RG],G04
N080214,Metadona Clorhidrato 10mg Tableta FNE (Drog),N08
C100105,Atorvastatina 20 mg Caja x 10 tabletas Genfar (FP),C10
G010050,Gyno-canesten 500mg Ovulo Vaginal Caja x 1 (Clotrimazol) (FP),G01
AP20029,Bolsa Para Drenaje De Liquidos (Nefrostomia) x 600mL Uresil Ref-TC-600 (FP),AP2
M010309,Celecoxib 200 mg Caja x 10 Capsulas Genfar (RG) (FP),M01
AW60990,Champu Savital Aceite Argan Y Sabila Brillo Luminoso Pote x 550mL (FP),AW6
AW60991,Champu Savital Multivitaminas Y Sabila Pote x 510mL (FP),AW6
AW60992,Champu Savital Biotina Y Sabila Pote x 550mL (FP),AW6
C100104,Atorvastatina 20 mg Blister x 10 Tabletas M.K (FP),C10
BE30190,Plantilla Completa Silicona Con Arco Longitudinal Y boton Metatarsia Talla XL (Par) Tecnomed (Drog),BE3
N070046,Betahistina 16mg Blister x 10 Tabletas Genfar (FP),N07
AW40310,Avene Solar Fluido Mineral CON COLOR SPF 50+ UVA/UVB Pote x 40mL (FP),AW4
AW30515,Sundown Protector Solar FPS 70 Playa Y Piscina Pote x 200mL (FP),AW3
AS40219,Panel Led de 48W 60 x 60 6500 k 120-277V Dim 0 - 10 V New Lighting,AS4
AW60997,Crema Dental Sensodyne  Sensibilidad Y Encias Tubo x 100g (FP),AW6
AW30522,Sunglass Kids SPF 45 Crema Tubo x 80g (FP),AW3
G030151,Slinda 4mg Caja x 28  Tabletas (Drospirenona) (FP),G03
AW70059,Protectores Kotex PH Balanceado Caja x 150 unidades (FP),AW7
D080039,Bactroderm Spray Frasco x 58mL (Alcohol con glicerina) (FP),D08
S010339,Olvision S 0.2% Solución Oftalmica Frasco Gotero x 2.5mL (Olopatadina) (Drog),S01
V030155,Miel De Rosas Frasco x 25mL Yoma (FP),V03
H020122,Prednisolona 1 mg/mL Solución Oral Sabor Uva Frasco x 120mL M.K (FP),H02
P010099,Metronidazol 500 mg Blister x 10 Tabletas Genfar (FP),P01
R060150,Loratadina 10 mg Caja x 10 Tabletas Genfar (Drog),R06
AW40318,Oxido De Zinc  40%  Pomada Tubo x 30g Colmed (FS),AW4
N020255,Dolex Avanzado 500mg Frasxo x 100 Tabletas Recubiertas (acetaminofen) (Drog)),N02
S010340,Wassertrol 1 mg/3.5 mg/6600 Unidades Solucion Frasco gotero x 5 mL (Neomicina/Polimixina/Dexa (FP),S01
D100063,Betarretin 0.05% Loción Frasco x 60mL (Tretinoina) (FP),D10
AW30524,Eucerin Oil Control 50+ Toque Seco  Crema CORPORAL Pote x 200mL (FP),AW3
J050121,Aciclovir 200 mg Blister x 5 Tabletas Genfar (FS),J05
N060203,Amitriptilina Clorhidrato 25 mg Blister x 10 Tableta Genfar  ( FP ),N06
AW30523,Umbrella Max SPF 100 UVA Tubo x 60g (Resistente al agua) (FP),AW3
G030152,Veroniq 3mg/0.03mg Caja x 21 Tabletas Recubiertas (Drospirenona/Etinilestradiol) (RG) (FP),G03
AW61006,Champu Johnson Fuerza Y Vitamina Pote x 400mL (FP),AW6
BE30194,UCBL A Medica (O.T) (Drog),BE3
D050011,Bemerin 0.1g/1.5g  Locion Tópica Frasco x 60mL (Mometasona furoato/ac salicilico) (FP),D05
J050122,Aciclovir 800 mg Caja x 10 Tabletas Genfar (FP),J05
P010098,Tinidazol 500 mg Caja x 8 Tabletas Genfar ( FP ),P01
J020074,Fluconazol 200 mg Caja x 4 Cápsula Genfar ( FS ),J02
C030059,Furosemida 40 mg Blister x 10 tabletas Genfar ( FP ),C03
N060205,Fluoxetina 20 mg Caja x 10 Cápsulas Genfar (Drog),N06
M010317,Naproxeno 500 mg Caja x 10 Tabletas Genfar (FP),M01
AW61009,Prepack Talco Mexsana Avena Potex 300g+85g (FP),AW6
M010318,Piroxicam 20 mg Caja x10 Capsulas Genfar (FP),M01
P010100,Secnidazol 1 g Caja x 2 Tabletas Genfar(FP),P01
V060361,S26 Alula Gold Etapa 1 Tarro x 900g Polvo Para Reconstituir (FP),V06
R060149,Cetirizina 10 mg Caja x 10Tabletas Genfar (Drog),R06
D080040,Nitrofurazona 0.2 g Crema Tubo x 40g Anglopharma  (Institucional Drog),D08
AW61007,Desodorante AXE Ice Chill Menta Frozen Spray x 150mL (FP),AW6
AW61008,Desodorante AXE Dark Temptation Spray x 150mL (FP,AW6
B010131,Rivaroxaban 10 mg Caja x 10 Tabletas Recubiertas Genfar (AR-RG) (FP),B01
N020257,Cafiaspirina Forte 650mg/65mg Blister x 4 Tabletas (Acetilsalicilico/cafeina) (FP),N02
S020023,Aceoto Plus 0.3% Solucion Otica Frasco x 10 mL (Ciprofloxacina/Fluocinolona acetónido)  (FP),S02
C100108,Atorvastatina 10 mg Caja x 30 Tabletas M.K (FP),C10
C090188,Losartan/Hidroclorotiazida 50 mg/12.5 mg Caja x 30 Tabletas Recubiertas Ecar (FP),C09
M010311,Tiocolfem 4mg/400mg Caja x 15 Capsulas Duras (Tiocolchicosido/Ibuprofeno)(FP),M01
S010338,Brimoftal 0.2% Solución Oftalmica Frasco Gotero x 5mL (Brimonidina) (RG) (FP),S01
C100109,Atorvastatina 40 mg Caja x 10 Tabletas Recubiertas Ecar (FP),C10
C100110,Atorvastatina 20 mg Blister x 10 Tabletas  Recubiertas Ecar (FP),C10
A110196,Vical 500mg Blister x 12 Tabletas Masticables (Vitamina C) (FP),A11
C070099,Propranolol Clorhidrato 80 mg Blister x 10 Tabletas M.K (FP),C07
AW40312,Acleria Hidratante Facial  Gel Pote x 50g (FP),AW4
G010051,Metronidazol 500 mg caja x 10 Ovulos Colmed (FP),G01
A020199,Ezolium 20mg Frasco x 30 Capsulas (Esomeprazol) (FP),A02
N020256,Dipirona Sodica 500mg Tableta Ecar (Institucional Drog),N02
G040112,Detrusitol 2 mg Tabletas Recubiertas Caja x 28 Tabletas (Tolterodina) [RG] (Drog),G04
BR20163,Jeringa Punta Cateter 3P 50mL Alfa Safe JESC001 (FP),BR2
R060147,Fexofenadina 180 mg Caja x 10 Tabletas Recubiertas Ecar(Drog),R06
C100111,Rosuvastatina 20 mg Blister x 10  Tabletas Recubiertas Ecar (FP),C10
R030175,Montelukast 4 mg Caja x 30 Tabletas Masticables Genfar (RG) (FP),R03
D060078,Imik 3.75% Crema Tubo x 5g (Imiquimod) (FP),D06
R030173,Symbicort Rapihaler 160 mcg/4.5 mcg Susp Para Inhalación x 120 Dosis (Budesonida/Formote) [RG] (FP),R03
M010316,Ibuprofeno 400 mg Blister x 10 Tabletas Genfar ( FP ),M01
N060204,Paroxetina 20 mg Caja x 20 Tabletas Genfar (FP),N06
P010101,Secnidazol 500 mg Caja x 4 Tabletas Genfar (FP),P01
A040038,Vonau Flash 4mg Caja x 10 Tabletas Orodispersables (Ondansetron) (Drog),A04
V060360,Pediasure  Polvo Para Reconstituir Tarro x 400g Vainilla (FP),V06
N060209,Trazodona Clorhidrato 50mg Tableta Recipe (Institucional Drog),N06
A040039,Vonau Flash 8mg Caja x 10 Tabletas Orodispersables (Ondansetron) (FP),A04
C030060,Furosemida 20mg/2mL Solucion Inyectable Ampolla Vitalis (FP),C03
J010479,Ciprofloxacino 500mg Tableta Recubierta Genfar (Drog),J01
N060210,Sertralina 50 mg Blister x 10 Tabletas Recubiertas M.K (FP),N06
A110199,Deferol 2000UI Caja x 60 Capsulas Blandas (Vitamina D3) (Drog),A11
BE20177,Ortesis De Extension Pasiva En Propileno  (Mano Caida) (Orthop) (Institucional Drog),BE2
V060354,Alula Gold Etapa 2 Tarro x 900g Polvo Para Reconstituir 6 -12 Meses (FP),V06
M050031,Prolia 60mg Solucion Inyectable Jeringa Prellena x 1mL (Denosumab) [*-RG] (FP),M05
R060148,Clorfeniramina 2 mg/5 mL Jarabe Frasco x 120mL Ecar (FP),R06
C100112,Rosuvastatina 40mg Blister x 10 Tabletas Recubiertas Ecar (FP),C10
AW61005,Cepillo Dentoline Super Suave+ Estuche (FP),AW6
AW40317,Eucerin Anti-pigment Facial NOCHE Crema Pote x 50mL (FP),AW4
G030154,Donabella 2mg/0.035mg Caja x 21 Comprimidos (Ciproterona/Estradiol) (RG) (FP),G03
AW30528,Umbrella Sport Active SPF 50 Emulsion Pote x 170g (FP),AW3
J050124,Lopinavir/Ritonavir 200mg/50mg Frasco x 120 Tabletas Recubiertas Aurobindo (RG) (FP),J05
A070116,Solhidrex 3.5/1.5/2.9/20g Polvo Reconst Sobre 28.4g  (clo sodio/potasio/citrato sodio/dextrosa) (FS),A07
J010471,Trimetoprim/Sulfametoxazol 160/800 mg Blister x 10 Tabletas Genfar (FP),J01
P010102,Tinidazol 1 g Caja x 4 Tabletas Genfar (FP),P01
N020252,Tramadol 50 mg Caja x 10 Cápsulas Genfar (Drog),N02
N080218,Metadona Clorhidrato 40mg Tableta FNE (FS),N08
AW61002,Champu Head & Shoulders 3 Action  Proteccion Caida Pote x 180mL (FP),AW6
BE10317,Media Pantalon Gradiente 15-20 Beige Talla S No-Varix Ref - 10106302  (Drog),BE1
AW30521,Autobronceador Nude Crema Bolsa x 200mL (FP),AW3
AW61003,Champu Head & Shoulders 3 Action  Proteccion Caida Pote x 375mL (FP),AW6
A030182,Metoclopramida 10 mg/2 mL I.M/I.V Solución Inyectable Ampolla Vitalis (FP),A03
AW30520,Nutribela Tratamiento Enzimoterapia (Control Frizz) Pote x 300mL (FP),AW3
BA30187,Curas Flexibles Nexcare Paquete x 10 Unidades (FP),BA3
AW30518,Heliocare 360° WATER GEL SPF 50+ Frasco x 50mL (FP),AW3
J010472,Amoxicilina 500 mg Blister x 10 Capsulas Genfar (Drog),J01
J010473,Azitromicina 500 mg Caja x 3 Tabletas Genfar (FP),J01
R060151,Desloratadina 5 mg Caja x 10 Tabletas Genfar (Drog),R06
D070127,Dermacortine 0.1% Emulsión tópica Frasco x 60 mL (Mometasona)  (Institucional Drog),D07
C080090,Verapamilo Clorhidrato 80 mg Blister x 10 Tabletas Recubiertas M.K (FP) [RG],C08
D070128,Desonida 0.05% Crema Tubo x 15g Siegfried(FP),D07
C030058,Espironolactona 100 mg Blister x 10 Tabletas Humax (FP),C03
B030070,Hierro Sacarosa 100 mg/5 mL Solución Inyectable Vial Vitalis (FP),B03
C070101,Betaloc Zok 25 mg Caja x 30 Tabletas Liberación Prolongada (Metoprolol SUCCINATO) (FP) [RG],C07
AW60998,Dermo Acondicionador Head & ShouldersCrece Fuerte Desde La Raiz Pote x 300mL (FP),AW6
AW61001,Champu Head & Shoulders Suave Y Manejable 2 en 1 Pote x 375mL (FP),AW6
J010468,Ampicilina Anhidra  500 mg  Blister x 10 Cápsulas Genfar (FP),J01
AW30525,Acuanova Face Emulsion Pote x 30 mL (FP),AW3
C010083,Isocord 5mg Caja x 20 Tabletas Sublinguales (Isosorbide Dinitrato) (FP),C01
AW30527,Sundown Protector Solar FPS 70 Playa Y Piscina Pote x 120mL (FP),AW3
H020123,Prednisolona 5mg Blister x 10 Tabletas Genfar (FP),H02
J020075,Terbinafina 250 mg Caja x 14 Tabletas Genfar (FP),J02
N060207,Trazodona Clorhidrato 50 mg Blister x 10 Tabletas Genfar  ( FP ),N06
N060208,Sertralina 100 mg Caja x 10 Tabletas Genfar (Drog),N06
A100103,Metformina 850 mg Blister x 15 Tabletas Genfar  ( FP),A10
A070117,Sulfasalazina 500 mg Caja x 10 Tabletas Genfar (FP),A07
R050119,Griptotal 500 mg/30 mg/5 mg/100 mg Blister x 4 cap(Acetamino/Cafeina/Cetirizina/Fenilefrina) (FP),R05
J010474,Clindamicina 300 mg Blister x 8 Cápsulas Genfar (FP),J01
A110198,Vitamina D3 1000 Unidades Blister x 10 Capsulas Colmed (FP),A11
AW61004,Tapon De Oido En Espuma Bolsa x 1 Par Workseg A10 (FP),AW6
BA10006,Bajalenguas De Madera No Esteril Paquete x 20 Unidades Alfatrading (FP),BA1
N070047,Wellbutrin XL 150 mg Frasco x 30 Tableta Liberacion Prolongada (Bupropión) [RG] (Institucional Drog),N07
V070162,Aceite Corporal De Coco Pote x 250mL Athos (FP),V07
B010128,Eclamp 150 mg Caja x 30 Tabletas Recubiertas (Acido acetilsalicilico) (FP),B01
BE30193,Talonera Alto Impacto  Gel Par Talla M Ref-KM-KXP-004M (Drog),BE3
BA60075,Galleta Para Colostomia # 57 DURA Natura Ref-413156 (Drog),BA6
BA60077,Galleta Para Colostomia # 70 DURA Natura Ref-413157 (FP),BA6
BA30189,Curas Redondas x Par Leukoplast (FP),BA3
AW40320,Efal Limpiador Liquido (Piel Normal a Sensible) Pote x 60g (FP),AW4
J010489,Oracea 40mg Caja x 28 Capsulas De Liberación Modificada (Doxiciclina)(FP),J01
B010129,Xarelto 15mg Blister x 7 Comprimidos Recubiertos (Rivaroxaban) (AR-RG) (FP),B01
BE20181,Anillo Removible (Ortho) (Institucional Drog),BE2
BE20182,Ortesis Tipo Brace Articulado De Rodilla CORTO (50cm) Tecnomed Ref-845877615999 (Drog),BE2
AW40321,Heliocare 360° Invisible Spray SPF 50+ Frasco x 200mL (FP),AW4
BA60073,Galleta Para Colostomia # 45 DURA Natura Ref-413155 (FP),BA6
BA60076,Galleta Para Colostomia # 70 BLANDA Natura Ref-413168 (FP),BA6
AW61011,No-sweat Clasico Rollon Uso Noche Pote x 30mL (antitranspirante) (FP),AW6
BA60074,Galleta Para Colostomia # 57 BLANDA Natura Ref-413167 (FP),BA6
BA60078,Galleta Para Colostomia # 45 BLANDA Natura Ref-413166 (FP),BA6
N020258,Winadeine F 325 mg/30 mg Blister x 10 Tabletas (Acetaminofen(paracetamol)/Codeína)(FP),N02
BA60081,Bolsa Para Urostomia # 45 Ref- 401544 Natura (FP),BA6
AP90172,Bolsa Para Agua Caliente  2 Litros Sin Accesorios Cristal (FP),AP9
AW40322,Isdin Fotoprotector Fusion Fluid MINERAL 50SPF Pote x 50mL (FP),AW4
AW50024,Today Real Sensation Paquete x 3 Unidades (FP),AW5
AW40323,Hyalu B5 Serum Frasco x 30mL La Roche-Posay (FP),AW4
AT20122,Guante Examinación NITRILO Libre De Talco Talla S Caja x 100 Unidades AlfaSafe (FP),AT2
AZ10265,Venda Elastica NO Esteril 3x5 Medical Supplies (Drog),AZ1
AW40325,Heliocare 360° Pigment Solution Fluid SPF 50+ pote x 50mL (FP),AW4
C050049,Lioton 1000U.I/g Gel Tópico Tubo x 30g (Heparina)  (Institucional Drog),C05
BE10318,Media Gradiente 15-20 a la Rodilla Transparente Blanca (Lisa) Talla L Ref-10105555 (FP),BE1
AZ10262,Venda Elastica NO Esteril 6x5 Medical Supplies (Drog),AZ1
AZ10263,Venda Elastica NO Esteril 5x5 Medical Supplies (Drog),AZ1
D100064,Zudenina PB Forte 2.5%/0.3% Gel Tubo x 30g (Benzoilo peroxido/adapaleno)(FP),D10
N080233,Zolpidem 10 mg Tableta Recubierta Genfar(FP),N08
AW40326,Fresh Skin Face Emulsión Hidratante Pote x 80g (acido hialuronico Fraccionado) (FP),AW4
AW20207,Toallas Nosotras Buenas Noches Maxima Protección Talla S (75-95cm) Bolsa x 3 Unidades (FP),AW2
AO51372,Muleta Silver Adulto (par) Ref-20909091 (Drog),AO5
AW40327,Eucerin Aquaphor Pomada Reparadora Pote x 89 mL (80g) (FP),AW4
AW30530,Mascarilla Capilar Coloursafe Cabellos Castaños Pote x 300mL (FP),AW3
J010490,Oxacilina 1 g Polvo Para Reconstituir Vial I.M/I.V  Vitalis (FP),J01
D100065,Betarretin 0.05% Crema Tubo x 30 g (Retinoico Acido(Tretinoina)) (Drog),D10
V060365,Nutrigel HMB Mandarina Caja x 30 Sobres (Colageno Hidroliz/Vitamina D3/Vitamina C/HMB/Magnesio) (FP),V06
AT20123,Guante Examinación NITRILO Libre De Talco Talla M Caja x 100 Unidades AlfaSafe (FP),AT2
BA70035,Strataderm Gel Tópico Tubo x 10g (tratamiento de cicatrices)  (Drog),BA7
AW70060,Toallas Nosotras Invisible  Clasica Multiestilo Paquete x 10 Unidades (FP),AW7
A110200,Vitamina C 100 mg/mL Solucion Oral Frasco x 30 mL Ecar (FP),A11
AW20208,Toallas Nosotras Buenas Noches Maxima Protección Talla M (95-105cm) Bolsa x 3 Unidades (FP),AW2
BE20180,Orteisis De Bloqueo Palmar A medida (Ortho) (Institucional Drog),BE2
AW20205,Pañitos Humedos Pequeñin Almendra Repuesto Paquete x 100 Oferta (FS),AW2
AZ10264,Venda Elastica NO Esteril 4x5 Medical Supplies (Drog),AZ1
AS71127,Rodachina Giratoria Ref 2n-26C 7/16,AS7
A020203,Pantoprazol 20 mg Caja x 28 Tabletas Gastroresistentes Sandoz (FP),A02
V030158,Alcachofa 500mg Frasco x 100 Tabletas Botanitas (FP),V03
S020024,Fixamicin Clean 6.5% Solución Ótica Frasco x 15mL (peroxido de Carbamida) (FP),S02
A120100,Vitamina D3/Extracto De Uva 2000 U.I Frasco x 30 Capsulas Blandas Procaps (FP),A12
C090192,Olmetec 40mg Caja x 30 Tabletas Recubiertas (Olmesartan Medoxomil) (RG) (FP),C09
BE10319,Media Gradiente  8-15 mmHg Banda Silicona En Muslo Beige Talla S Ref- 10107402 (Drog),BE1
N020262,Dolex Active Gel 500mg Frasco x 24 Casulas Blandas (acetaminofen) (FP),N02
AW61017,Cepillo Vitis Kids +3 años (FP),AW6
BE30196,Zapato Post-Operatorio Ambidiestro Talla S (#33)  Tecnomed Ref-869900075040 (Drog),BE3
G040113,Tamsulosina 0.4mg Caja x 30 Capsulas De Liberacion Prolongada (Sandoz) (FP),G04
AT20124,Guante Examinación NITRILO Libre De Talco Talla L Caja x 100 Unidades AlfaSafe (FP),AT2
A120098,Cloruro De Magnesio 400mg/70mg/10mg Frasco x 60 Tabletas Funat (Cloruro magne/fruto uva/Vit E) (FS),A12
AW40328,Effaclar Gel Limpiador Purificante Piel Grasa Y Sencible Pote x 400mL (FP),AW4
R060153,Bilaxten 20mg Caja x 10 Comprimidos (Bilastina) (RG) (Drog),R06
BE20183,Ortesis Tobillo-Pie Solida Acolchada Total En plastazote (Ortho) (Institucional Drog),BE2
AW40329,A-Oxitive Soin Peeling Noche Pote x 30mL (FP),AW4
AW50025,Condon Durex Clasico Caja x 3 Unidades (FP),AW5
AW61016,Gel Dental Vitis Kids Tubo x 50mL +2 Años (FP),AW6
AQ21293,Televisor 32 Pulgadas marca Kalley  K-ATV32HDS,AQ2
A120103,Bion 3 Caja x 30 Tabletas Recubiertas (Probiotico/Vitaminas/Minerales) (FP),A12
N060215,Sertralina Clorhidrato 50 mg Caja x 30 Tabletas Recubiertas Genfar (FP),N06
M020038,Ketum 2.5% Gel Tubo x 30g (Ketoprofeno) (VMR) (FP),M02
M010312,Dovir 200/5mg Caja x 10 Tabletas (Ibuprofeno/Hidrocodona)(Drog),M01
AW40314,Eucerin Anti-Pigment  Crema DIA FPS30 Tubo x 50ml(FP),AW4
BA40050,Transpore 3M Nexcare 1 Pulgada (24mm x 5m) (FP),BA4
V060355,Ensure Advance FRESA Tarro x 400g (FP),V06
A060092,Farmalax 5mg Gragea (Bisacodilo) (Drog),A06
AQ60085,Termohigrometro Lectura Digital Ref TA218D Marca KTJ (Sin calibracion),AQ6
AW60996,Chupa Silicona Mommytos Paquete x 3 Unidades (FP),AW6
C090186,Cardik 3 160/5/12.5mg Caja x 28 tabletas Recubiertas (valsartan/amlodipino/hidroclorotia) [RG] (FP),C09
N020249,Tramadol/Acetaminofen 37.5mg/325mg Caja x 10 Tabletas Recubiertas Genfar(FP),N02
N040046,Biperideno Clorhidrato 2 mg Blister x 15 Tabletas M.K (FP),N04
AW30519,Nutribela 10 Cauterización Capilar Pote x 300mL (FP),AW3
N080236,Transtec 35 mcg/h (20mg) x Parche (Buprenorfina ) [RG] (FP),N08
M010324,Apronax 550 Tableta (Naproxeno) (Drog),M01
A030189,Sisprad 12mg/mL Solucion Oral Gotas Frasco x 15mL (Alizaprida) (FP),A03
V060369,Enfamil Confort Premium Etapa 1 Tarro x 375 g Polvo para reconstituir (FP),V06
R010078,Azeflu 137mcg/50mcg Suspension nasal Atomizador x 30mL (Azelastina/Fluticasona) (FP),R01
R030183,Budesynt 200mcg/dosis Inhalador x 200 Dosis (Budesonida) (FP),R03
AW70062,Tena Mujer Mini Discreet  Con Alas Paquete x 10 Unidades (FP),AW7
D010067,Niogermox 8% Solución Tópica Frasco x 3.3mL (Ciclopirox) (FP),D01
D030016,Fitostimoline 15% Crema Tubo x 15g (Triticum vulgare) (Drog),D03
AW70061,Protectores Diarios Nosotras Multiestilo Paquete x 15 Unidades (FP),AW7
AW40334,Esenta Spray Frasco x 50mL (Eliminador De Adhesivo) Ref-423289 (FP),AW4
BE20185,Kit Liner En Poliuretano/Rodillera De Sello Copolimero/Media Encaje Ortho (Institucional Drog),BE2
AW30546,Base Masglo Clinical Total Care (Base Recuperadora De Uñas) Frasco x 13.5mL (FP),AW3
A110204,Hidroferol 0.266mg caja x 1 Capsula Blanda (Calcifediol) (FP),A11
AW20219,Pañal Winny Ultratrim Gold Sensitive Recien Nacido Etapa 0 Paquete x 30 (FS),AW2
R050125,Next GL 200mg/10mg/5mg Blster x 4 Capsulas Blandas (Ibuprofeno/Fenilefrina/Cetirizina) (FP),R05
N020266,Acetaminofen/Cafeina 500 mg/65 mg Tableta Genfar (Drog),N02
R030184,Pulmicort 0.5mg/mL Suspensión Para Nebulización Caja x 5 viiales x 2mL (Budesonida) (FP),R03
N020268,Tramadol Clorhidrato 100mg/2mL Solucion Inyectable Ampolla Genfar (FP),N02
AW30545,Eucerin Dermopure Oil Control Triple Efect Serum Frasco x 40 mL (FP),AW3
M030084,Flectadol 400 mg/2 mg  Cápsula (Ibuprofeno/Tizanidina) (Drog),M03
AW30547,Eucerin 50+ Gel-crema Facial Oil Control Toque Seco CON COLOR Tono Medio Frasco x 50mL (FP),AW3
AW20220,Pañal Winny Ultratrim Sec Etapa 2 (M) Paquete x 16 Unidades (FS),AW2
AW20218,Pañitos Humedos Antibacterial DAMPY Con Aloe Y Vit E Paquete x 32 Unidades (FP),AW2
N080240,Palexis Retard 50 mg Tableta de Liberación Prolongada (Tapentadol) [RG] (Drog),N08
BA60088,Bolsa Natura + Drenaje Confort Panel  Opaca # 57 Ref-416420 (Drog),BA6
AW61039,Cepillo Electrico Recargable Oral-B Vitality (FP),AW6
H030057,Synthroid 100mcg Frasco x 90 Tabletas (Levotiroxina) (FP),H03
A120107,Centrum MEN Caja x 30 Tabletas (suplemento Dietario) (FP),A12
A120108,Centrum WOMEN Caja x 30 Tabletas (suplemento Dietario) (FP),A12
R060156,Fexofenadina 120 mg caja x 10 Tabletas Recubiertas Ecar (FP),R06
BA60087,Bolsa Natura + Drenaje Confort Panel  Opaca # 45 Ref-416417 (FP),BA6
AW30548,Eucerin 50+ Gel-crema Facial Oil Control Toque Seco CON COLOR Tono Claro Frasco x 50mL (FP),AW3
AW40338,Eucerin Hyaluron Filler +3 Effect Ultra Light Booster Gel Facial Pote x 30mL (FP,AW4
BA60089,Bolsa Natura + Drenaje Confort Panel  Opaca # 70 Ref-416423 (FP),BA6
M010327,Strepsils 8.75mg Caja x 4 Tabletas Disolucion Bucal Miel Y Limon (Flurbiprofeno) (FP),M01
BE20184,Kit De Amputación Transtibial/Socket De Carbono Ortho (Institucional Drog),BE2
AN30097,Vaso Plastico Desechable de 3.5 onzas x 50 unidades,AN3
AW40339,Anthelios Invisible Spray SPF 50+ Pote x 200mL (193g) (FP),AW4
AW30549,Cetaphil  PRO AC Control Espuma De Limpieza Piel Grasa Pote x 236mL (FP),AW3
V030164,Engystol  Caja x 50 Comprimidos (FP),V03
AS71153,Cinta Teflon de 12mm Marca Cellux,AS7
AW20221,Pañal Huggies Natural care Recien Nacido Etapa 1 Paquete x 50 Unidades (FP),AW2
BE20187,Ferula Pantorrilla En Carbono Ortho (Drog),BE2
J020079,Albisec One 133.33/666.667mg Caja x 6 Tabletas Recubiertas (Itraconazol/secnidazol) (FP),J02
BE20192,Ortesis Bivalva Antebraquipalmar (O.T) (Institucional Drog),BE2
AW30551,Crema Pond¨s Clarant B3 Pote x 100g (piel Normal a Grasa (FP),AW3
AW61048,Champu Head & Shoulder MEN 3 Action Control Caspa Pote x 375mL (FP),AW6
BE20191,Muñequera Doble Ferula Derecha Corto Ref  Kamex Ref-16070 ( Drog ),BE2
AW30552,Perspirex Comfort Rollon Pote x 20mL (FP),AW3
M010325,Ibuflash Migran 400/250/65mg Blister x 2 Capsul Liquidas (Ibuprofeno/Acetaminofen/Cafeina)(FP),M01
C100117,Atorvastatina 40 mg Caja x 30 Tabletas Recubiertas Colmed (FP),C10
N060217,Escitalopram 20 mg Blister x 10 Tabletas Cubiertas M.K (FP),N06
AW61024,Gel Dental Vitis Junior Tutti-Frutti Con Fluor +6 Tubo x 75mL (FP),AW6
AW20210,Tena Pants CLASICO Talla M Paquete x 16 Unidades (Drog),AW2
N030179,Kaptin 300 mg Capsula (Gabapentin) [RG] Institucional (Drog),N03
C100116,Atorvastatina 20 mg Caja x 30 Tabletas Recubiertas Colmed (FP),C10
N070048,Betahistina 8 mg Caja x 21 Tabletas Recubiertas Colmed  (FP),N07
N070050,Betahistina 24mg Caja x 20 Tabletas Recubiertas Colmed  (FP),N07
AW61023,Cepillo Dental Vitis Junior x Unidad (FP),AW6
BA70036,Nasogel  Dry Noses Gel En Spray Pote x 30mL (Hialuronato de sodio) (Drog),BA7
AW20209,Tena Pants Comfort Talla L Paquete x 16 Unidades (FP),AW2
BE30201,Ortesis Plantar Soporte Escafoideo-Boton-Inserto Fibra De Carbono Pie Izq (O.T) (Institucional Drog),BE3
N080235,Palexis 50mg Comprimido Recubierto (Tapentadol) (RG) (Drog),N08
AW30531,Pestañina Max Factor Volume Maker Negro Intenso A Prueba De Agua x 13mL (FP),AW3
R050121,Fluimucil 2% (100mg/5mL) Jarabe NIÑOS Frasco x 120mL (N-acetilcisteina) (FP),R05
A010041,Alka-Seltzer 1.97g/1g/324mg Sobre x 2 Tabletas Efervescentes (Bicarbonato/Ac citrico/Acetilsa) (FP),A01
P010105,Celectan 100 mg/5 mL Polvo Para Reconstituir Frasco x 60 mL (Nitazoxanida) (FP),P01
AW40331,Isdin Ultra 100 Active Inufy COLOR Fusion Fluid (Aclara y unifica) 50+SPF Pote x 50mL (FP),AW4
A030188,Colypan LP 300 mg Caja x 10 Tabletas Liberacion Prolongada (rimebutina) (FP),A03
A120106,Kidcal Bites 300mg/7.5mg/400UI Frasco x 30 Tabletas Masticables Naranja (Calcio/zinc/Vit D3) (FP),A12
A070122,Electrolit  30 mEq MORA AZUL Frasco x 625mL (Electrolitos Orales) (FP),A07
A110201,Emulsion De Scott CEREZA 133.1/133.1 U.I Frasco x 360mL ( aceite higado bacalao/vit A/Vit D) (FP),A11
